accommodatie_id;accommodatie naam;bouwjaar;X;Y;adres;postcode;plaatsnaam;gemeente;provincie;aantal voorzieningen;aantal indoor voorzieningen;aantal outdoor voorzieningen;aantal outdoor kunstgrasvelden;aantal outdoor natuurgrasvelden;aantal outdoor semi-watervelden;aantal outdoor watervelden;aantal sporthallen;aantal sportzalen;aantal gymzalen;sport
14909;hollandia roeiclub;1955;134036;455244;evert cornelislaan 15;3533sp;utrecht;utrecht;utrecht;1;0;1;0;0;0;0;0;0;0;roeien
14913;de driewerf;1900;136172;452446;verlengde hoogravenseweg 13;3525bb;utrecht;utrecht;utrecht;1;0;1;0;0;0;0;0;0;0;roeien
14965;snowsportcenterutrecht;;132059;458915;fermiweg 91;3542cb;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;0;0;0;skieen
15002;nieuw galgenwaard;1983;138486;454560;herculesplein 241;3584aa;utrecht;utrecht;utrecht;1;0;1;0;0;0;0;0;0;0;betaald voetbal
15097;klim- en bouldercentrum utrecht;1990;134293;457432;vlampijpstraat 79;3534ar;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;0;0;0;klimsport
15098;Boulderhal Sterk;1975;135900;454170;Koningin Wilhelminalaan 4;3527LD;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;0;0;0;boulderen
15273;gymzaal duurstedelaan b;;136728;452932;duurstedelaan 14b;3525ar;utrecht;utrecht;utrecht;2;2;0;0;0;0;0;0;0;2;volleybal
15273;gymzaal duurstedelaan b;;136728;452932;duurstedelaan 14b;3525ar;utrecht;utrecht;utrecht;2;2;0;0;0;0;0;0;0;2;zaalsport
15279;Gymzaal Pieterskerkhof;1896;137046;455912;Pieterskerkhof 10;3512jr;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;0;0;1;badminton
15279;Gymzaal Pieterskerkhof;1896;137046;455912;Pieterskerkhof 10;3512jr;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;0;0;1;bewegingsonderwijs
15279;Gymzaal Pieterskerkhof;1896;137046;455912;Pieterskerkhof 10;3512jr;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;0;0;1;gymnastiek
15279;Gymzaal Pieterskerkhof;1896;137046;455912;Pieterskerkhof 10;3512jr;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;0;0;1;vechtsport
15279;Gymzaal Pieterskerkhof;1896;137046;455912;Pieterskerkhof 10;3512jr;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;0;0;1;volleybal
15279;Gymzaal Pieterskerkhof;1896;137046;455912;Pieterskerkhof 10;3512jr;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;0;0;1;zaalsport
15280;Gymzaal Maria van Reedestraat;1984;136755;457288;Maria van Reedestraat 4;3515xj;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;0;0;1;badminton
15280;Gymzaal Maria van Reedestraat;1984;136755;457288;Maria van Reedestraat 4;3515xj;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;0;0;1;bewegingsonderwijs
15280;Gymzaal Maria van Reedestraat;1984;136755;457288;Maria van Reedestraat 4;3515xj;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;0;0;1;gymnastiek
15280;Gymzaal Maria van Reedestraat;1984;136755;457288;Maria van Reedestraat 4;3515xj;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;0;0;1;vechtsport
15280;Gymzaal Maria van Reedestraat;1984;136755;457288;Maria van Reedestraat 4;3515xj;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;0;0;1;volleybal
15280;Gymzaal Maria van Reedestraat;1984;136755;457288;Maria van Reedestraat 4;3515xj;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;0;0;1;zaalsport
15281;Jenaplanschool Wittevrouwen;1985;137650;456457;Oude Kerkstraat 2A;3572tj;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;0;0;1;badminton
15281;Jenaplanschool Wittevrouwen;1985;137650;456457;Oude Kerkstraat 2A;3572tj;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;0;0;1;bewegingsonderwijs
15281;Jenaplanschool Wittevrouwen;1985;137650;456457;Oude Kerkstraat 2A;3572tj;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;0;0;1;gymnastiek
15281;Jenaplanschool Wittevrouwen;1985;137650;456457;Oude Kerkstraat 2A;3572tj;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;0;0;1;vechtsport
15281;Jenaplanschool Wittevrouwen;1985;137650;456457;Oude Kerkstraat 2A;3572tj;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;0;0;1;volleybal
15281;Jenaplanschool Wittevrouwen;1985;137650;456457;Oude Kerkstraat 2A;3572tj;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;0;0;1;zaalsport
15282;KBS De Pijlstaart;1988;135962;456433;Amsterdamsestraatweg 1;3513aa;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;0;0;1;badminton
15282;KBS De Pijlstaart;1988;135962;456433;Amsterdamsestraatweg 1;3513aa;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;0;0;1;bewegingsonderwijs
15282;KBS De Pijlstaart;1988;135962;456433;Amsterdamsestraatweg 1;3513aa;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;0;0;1;gymnastiek
15282;KBS De Pijlstaart;1988;135962;456433;Amsterdamsestraatweg 1;3513aa;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;0;0;1;turnen
15282;KBS De Pijlstaart;1988;135962;456433;Amsterdamsestraatweg 1;3513aa;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;0;0;1;vechtsport
15282;KBS De Pijlstaart;1988;135962;456433;Amsterdamsestraatweg 1;3513aa;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;0;0;1;volleybal
15282;KBS De Pijlstaart;1988;135962;456433;Amsterdamsestraatweg 1;3513aa;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;0;0;1;zaalsport
15283;prof. bavinckstraat;;133547;459108;prof. h. bavinckstraat 5;3555gs;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;0;0;1;bewegingsonderwijs
15283;prof. bavinckstraat;;133547;459108;prof. h. bavinckstraat 5;3555gs;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;0;0;1;gymnastiek
15283;prof. bavinckstraat;;133547;459108;prof. h. bavinckstraat 5;3555gs;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;0;0;1;volleybal
15283;prof. bavinckstraat;;133547;459108;prof. h. bavinckstraat 5;3555gs;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;0;0;1;zaalsport
15284;Gymzaal Deken Roesstraat;;137583;456325;Deken Roesstraat 2G;3581rx;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;0;0;1;badminton
15284;Gymzaal Deken Roesstraat;;137583;456325;Deken Roesstraat 2G;3581rx;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;0;0;1;bewegingsonderwijs
15284;Gymzaal Deken Roesstraat;;137583;456325;Deken Roesstraat 2G;3581rx;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;0;0;1;floorball
15284;Gymzaal Deken Roesstraat;;137583;456325;Deken Roesstraat 2G;3581rx;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;0;0;1;gymnastiek
15284;Gymzaal Deken Roesstraat;;137583;456325;Deken Roesstraat 2G;3581rx;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;0;0;1;vechtsport
15284;Gymzaal Deken Roesstraat;;137583;456325;Deken Roesstraat 2G;3581rx;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;0;0;1;volleybal
15284;Gymzaal Deken Roesstraat;;137583;456325;Deken Roesstraat 2G;3581rx;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;0;0;1;zaalsport
15285;Montessorischool Buiten Wittevrouwen;1958;137371;455939;Schoolplein 6;3581px;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;0;0;1;badminton
15285;Montessorischool Buiten Wittevrouwen;1958;137371;455939;Schoolplein 6;3581px;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;0;0;1;bewegingsonderwijs
15285;Montessorischool Buiten Wittevrouwen;1958;137371;455939;Schoolplein 6;3581px;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;0;0;1;gymnastiek
15285;Montessorischool Buiten Wittevrouwen;1958;137371;455939;Schoolplein 6;3581px;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;0;0;1;vechtsport
15285;Montessorischool Buiten Wittevrouwen;1958;137371;455939;Schoolplein 6;3581px;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;0;0;1;volleybal
15285;Montessorischool Buiten Wittevrouwen;1958;137371;455939;Schoolplein 6;3581px;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;0;0;1;zaalsport
15286;Gymzaal Teun de Jagerdreef;;136636;457970;Teun de Jagerdreef 3;3561jk;utrecht;utrecht;utrecht;2;2;0;0;0;0;0;0;0;2;badminton
15286;Gymzaal Teun de Jagerdreef;;136636;457970;Teun de Jagerdreef 3;3561jk;utrecht;utrecht;utrecht;2;2;0;0;0;0;0;0;0;2;bewegingsonderwijs
15286;Gymzaal Teun de Jagerdreef;;136636;457970;Teun de Jagerdreef 3;3561jk;utrecht;utrecht;utrecht;2;2;0;0;0;0;0;0;0;2;gymnastiek
15286;Gymzaal Teun de Jagerdreef;;136636;457970;Teun de Jagerdreef 3;3561jk;utrecht;utrecht;utrecht;2;2;0;0;0;0;0;0;0;2;vechtsport
15286;Gymzaal Teun de Jagerdreef;;136636;457970;Teun de Jagerdreef 3;3561jk;utrecht;utrecht;utrecht;2;2;0;0;0;0;0;0;0;2;volleybal
15286;Gymzaal Teun de Jagerdreef;;136636;457970;Teun de Jagerdreef 3;3561jk;utrecht;utrecht;utrecht;2;2;0;0;0;0;0;0;0;2;zaalsport
15287;Gymzaal Franz Schubertstraat;1932;134442;455244;Franz Schubertstraat 20;3533gw;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;0;0;1;badminton
15287;Gymzaal Franz Schubertstraat;1932;134442;455244;Franz Schubertstraat 20;3533gw;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;0;0;1;bewegingsonderwijs
15287;Gymzaal Franz Schubertstraat;1932;134442;455244;Franz Schubertstraat 20;3533gw;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;0;0;1;floorball
15287;Gymzaal Franz Schubertstraat;1932;134442;455244;Franz Schubertstraat 20;3533gw;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;0;0;1;gymnastiek
15287;Gymzaal Franz Schubertstraat;1932;134442;455244;Franz Schubertstraat 20;3533gw;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;0;0;1;vechtsport
15287;Gymzaal Franz Schubertstraat;1932;134442;455244;Franz Schubertstraat 20;3533gw;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;0;0;1;volleybal
15287;Gymzaal Franz Schubertstraat;1932;134442;455244;Franz Schubertstraat 20;3533gw;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;0;0;1;zaalsport
15391;herculeshal;1991;138617;457713;Voorveldselaan 2;3573pv;utrecht;utrecht;utrecht;2;2;0;0;0;0;0;0;2;0;badminton
15391;herculeshal;1991;138617;457713;Voorveldselaan 2;3573pv;utrecht;utrecht;utrecht;3;3;0;0;0;0;0;0;3;0;zaalsport
15395;voorn;2001;132980;455233;akkrumerraklaan 131;3544tt;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;0;1;0;badminton
15395;voorn;2001;132980;455233;akkrumerraklaan 131;3544tt;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;0;1;0;zaalsport
15452;Gymzaal M. van Meelstraat;;133950;458463;M. van Meelstraat 1A;3555vv;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;0;0;1;bewegingsonderwijs
15452;Gymzaal M. van Meelstraat;;133950;458463;M. van Meelstraat 1A;3555vv;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;0;0;1;gymnastiek
15452;Gymzaal M. van Meelstraat;;133950;458463;M. van Meelstraat 1A;3555vv;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;0;0;1;zaalsport
15456;gymzaal weerdsingel westzijde 22;;136585;456538;weerdsingel o.z. 22;3514aa;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;0;0;1;bewegingsonderwijs
15456;gymzaal weerdsingel westzijde 22;;136585;456538;weerdsingel o.z. 22;3514aa;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;0;0;1;gymnastiek
15456;gymzaal weerdsingel westzijde 22;;136585;456538;weerdsingel o.z. 22;3514aa;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;0;0;1;vechtsport
15456;gymzaal weerdsingel westzijde 22;;136585;456538;weerdsingel o.z. 22;3514aa;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;0;0;1;zaalsport
15457;OBO de Klopvaart;;135410;459777;Eufraatdreef 1;3564xz;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;0;0;1;bewegingsonderwijs
15457;OBO de Klopvaart;;135410;459777;Eufraatdreef 1;3564xz;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;0;0;1;gymnastiek
15457;OBO de Klopvaart;;135410;459777;Eufraatdreef 1;3564xz;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;0;0;1;vechtsport
15457;OBO de Klopvaart;;135410;459777;Eufraatdreef 1;3564xz;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;0;0;1;zaalsport
15520;de fabrique;1955;131815;460132;westkanaaldijk 7;3542da;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;0;0;0;karten
15795;park de gagel;;135633;459574;gangesdreef;3564sn;utrecht;utrecht;utrecht;1;0;1;0;0;0;0;0;0;0;buitenspelen
15796;marco pololaan;1964;135026;453457;marco pololaan 115;3526gb;utrecht;utrecht;utrecht;1;0;1;0;0;0;0;0;0;0;buitenspelen
15797;abstederdijk;1985;137292;454934;abstederdijk 91;3582bc;utrecht;utrecht;utrecht;1;0;1;0;0;0;0;0;0;0;buitenspelen
15798;de bloesem;2010;137582;455583;bloesemstraat 25a;3581xa;utrecht;utrecht;utrecht;1;0;1;0;0;0;0;0;0;0;buitenspelen
15799;park de watertoren;1984;136500;458373;normadreef 20;3561lz;utrecht;utrecht;utrecht;1;0;1;0;0;0;0;0;0;0;buitenspelen
15800;maasplein;1919;136332;453794;maasstraat 60;3522tk;utrecht;utrecht;utrecht;1;0;1;0;0;0;0;0;0;0;buitenspelen
15801;Van Peltplantsoen;2006;134712;454291;Trumanlaan 60;3527br;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;0;1;0;buitenspelen
15801;Van Peltplantsoen;2006;134712;454291;Trumanlaan 60;3527br;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;0;1;0;zaalsport
15802;onbekend;;133886;458538;plesmanlaan 1;3555ap;utrecht;utrecht;utrecht;1;0;1;0;0;0;0;0;0;0;buitenspelen
15807;fc utrecht veld;;136681;452513;kastelenplantsoen;3525er;utrecht;utrecht;utrecht;1;0;1;0;0;0;0;0;0;0;buitenspelen
15808;kanaleneiland;;134552;454272;peltlaan;3527eb;utrecht;utrecht;utrecht;1;0;1;0;0;0;0;0;0;0;buitenspelen
15809;marco poloplantsoen;;135134;453456;marco pololaan;3526ge;utrecht;utrecht;utrecht;1;0;1;0;0;0;0;0;0;0;buitenspelen
15810;overvecht;;136462;458430;marnedreef;3561kc;utrecht;utrecht;utrecht;1;0;1;0;0;0;0;0;0;0;buitenspelen
15811;wesley sneijder veld;;135170;457512;thorbeckelaan;3552cs;utrecht;utrecht;utrecht;1;0;1;0;0;0;0;0;0;0;buitenspelen
15867;Prinses Amaliapark;2006;132469;455992;Monarchvlinderlaan 70;3544da;utrecht;utrecht;utrecht;2;0;2;0;0;0;0;0;0;0;atletiek
15868;Overvecht;1985;134374;459327;Franciscusdreef 4;3565ab;utrecht;utrecht;utrecht;1;0;1;0;0;0;0;0;0;0;atletiek
16106;crossbaan utrecht lage weide;;133139;458403;isotopenweg 27;3542as;utrecht;utrecht;utrecht;1;0;1;0;0;0;0;0;0;0;motorsport
16230;LEF Montessori Kind Centrum;;136215;459556;Ramsesdreef 190;3564ct;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;0;0;1;bewegingsonderwijs
16230;LEF Montessori Kind Centrum;;136215;459556;Ramsesdreef 190;3564ct;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;0;0;1;zaalsport
16859;achmea health & spa center utrecht;2011;132040;457607;middenwetering 21;3543ar;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;0;0;0;fitness
16861;fit for free 52 bv utrecht 3;2013;136074;456788;westerdijk 2a;3513ew;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;0;0;0;fitness
16862;fit for free utrecht (centrum);2009;135266,69;454647,138;grebbeberglaan 9;3527vx;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;0;0;0;fitness
16863;fit for free utrecht 24;2008;136590;459234;schooneggendreef 27l;3562gg;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;0;0;0;fitness
16866;trainmore utrecht bv;1904;136914;456163;drift 9;3512br;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;0;0;0;fitness
16867;bodyconditioning utrecht;2002;135353;459552;ammandreef 1;3564gt;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;0;0;0;fitness
16879;de workout;1450;136435;456351;oudegracht 41;3511ac;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;0;0;0;fitness
16880;de workout club;1959;136704;456382;breedstraat 128;3512tx;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;0;0;0;fitness
16881;newstyle oudegracht bv;;136828;455517;oudegracht aan de werf 252;3511nv;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;0;0;0;fitness
16882;newstyle croeselaan bv;1964;136128;455085;van der goesstraat 52;3521tm;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;0;0;0;fitness
16883;newstyle hoograven bv;1931;136653;453573;hoogravenseweg 28;3523tl;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;0;0;0;fitness
16884;newstyle lombok bv;1920;135048;455749;laurens reaalstraat 23;3531gm;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;0;0;0;fitness
16885;newstyle maarssen bv;2000;131819;459566;ambachtsweg 54;3542dh;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;0;0;0;fitness
16886;newstyle leidsche rijn bv;2012;131979;457049;fletcher hendersonstraat 47;3543gl;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;0;0;0;fitness
16887;newstyle thorbecke bv;2012;135184;457641;thorbeckelaan 18d;3552cs;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;0;0;0;fitness
16888;newstyle oudwijk bv;1910;137691;455533;oudwijkerdwarsstraat 104;3581lh;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;0;0;0;fitness
16891;bodysports;;134493;455715;kanaalweg 94a;3533hh;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;0;0;0;fitness
16892;vida leidsche rijn b,v.;1999;132539;456694;dirck hoetweg 5;3541bh;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;0;0;0;fitness
16977;de vechtsebanen;1971;134392;459539;mississippidreef 151;3565ce;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;0;0;0;schaatsen
17043;wielercentrum nedereindseberg;2004;132466;449930;nedereindseweg 501W;3546pm;utrecht;utrecht;utrecht;1;0;1;0;0;0;0;0;0;0;bmx
17043;wielercentrum nedereindseberg;2004;132466;449930;nedereindseweg 501W;3546pm;utrecht;utrecht;utrecht;2;0;2;0;0;0;0;0;0;0;skeeleren
17043;wielercentrum nedereindseberg;2004;132466;449930;nedereindseweg 501W;3546pm;utrecht;utrecht;utrecht;1;0;1;0;0;0;0;0;0;0;wielersport
17078;hart van noord;2006;134712;454291;trumanlaan 60b;3527br;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;0;1;0;aerobics
17078;hart van noord;2006;134712;454291;trumanlaan 60b;3527br;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;0;1;0;zaalsport
17079;waterwin;2004;131420;457462;musicallaan 112;3543bt;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;0;1;0;aerobics
17079;waterwin;2004;131420;457462;musicallaan 112;3543bt;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;0;1;0;zaalsport
17280;bison bowling;;136484;455791;mariaplaats 13;3511lj;utrecht;utrecht;utrecht;8;8;0;0;0;0;0;0;0;0;bowlen
17281;mitland bowling;;138388;456742;ariënslaan 1;3573pt;utrecht;utrecht;utrecht;9;9;0;0;0;0;0;0;0;0;bowlen
17328;Maarschalkerweerd;1968;138745;453876;Laan van Maarschalkerweerd 22;3585lj;utrecht;utrecht;utrecht;6;0;6;6;0;0;0;0;0;0;tennis
19147;sportpark zuilenselaan;2012;132933;459458;Burgemeester Norbruislaan 680;3555ez;utrecht;utrecht;utrecht;1;0;1;0;1;0;0;0;0;0;hondensport
19147;sportpark zuilenselaan;2012;132933;459458;Burgemeester Norbruislaan 680;3555ez;utrecht;utrecht;utrecht;5;0;5;1;4;0;0;0;0;0;voetbal
19167;sportpark Wesley Sneijder;1968;135133;457703;thorbeckelaan 16;3552cs;utrecht;utrecht;utrecht;3;0;3;2;1;0;0;0;0;0;voetbal
19168;Sportpark Rijnvliet;2011;132923;454226;Sportpark Rijnvliet 3;3545ea;utrecht;utrecht;utrecht;3;0;3;1;0;0;2;0;0;0;hockey
19168;Sportpark Rijnvliet;2011;132923;454226;Sportpark Rijnvliet 3;3545ea;utrecht;utrecht;utrecht;2;0;2;1;1;0;0;0;0;0;voetbal
19169;sportpark voordorp;2006;138616;457713;voorveldselaan 2;3573pv;utrecht;utrecht;utrecht;11;0;11;8;3;0;0;0;0;0;voetbal
19170;sportpark koningsweg;1997;138437;453760;koningsweg 139;3585la;utrecht;utrecht;utrecht;5;0;5;3;2;0;0;0;0;0;voetbal
19171;sportpark de dreef;1995;136620;459169;schooneggendreef 25;3562gg;utrecht;utrecht;utrecht;2;0;2;1;1;0;0;0;0;0;voetbal
19172;sportpark elinkwijk;1972;133048;459179;amsterdamsestraatweg 1015;3555ht;utrecht;utrecht;utrecht;5;0;5;1;4;0;0;0;0;0;voetbal
19173;sportpark lunetten;1980;137191;452746;olympus 9;3524wb;utrecht;utrecht;utrecht;5;0;5;4;1;0;0;0;0;0;voetbal
19174;sportpark papendorp;2005;134329;453422;tirionlaan 3;3528bm;utrecht;utrecht;utrecht;2;0;2;1;1;0;0;0;0;0;voetbal
19175;Sportpark Vechtzoom;1969;135343;458411;Rio de Janeirodreef 203a;3563vs;utrecht;utrecht;utrecht;2;0;2;0;0;0;2;0;0;0;hockey
19175;Sportpark Vechtzoom;1969;135343;458411;Rio de Janeirodreef 203a;3563vs;utrecht;utrecht;utrecht;2;0;2;1;1;0;0;0;0;0;voetbal
19176;sportpark zoudenbalch;1968;138679;454305;laan van maarschalkerweerd 15;3585lj;utrecht;utrecht;utrecht;5;0;5;1;4;0;0;0;0;0;betaald voetbal
19176;sportpark zoudenbalch;1968;138679;454305;laan van maarschalkerweerd 15;3585lj;utrecht;utrecht;utrecht;4;0;4;2;2;0;0;0;0;0;voetbal
19177;Sportpark Maarschalkwaard;;138835;454441;Laan van Maarschalkerweerd 2;3585lj;utrecht;utrecht;utrecht;8;0;8;3;5;0;0;0;0;0;voetbal
19851;Sportpark Maarschalkweerd;;138786;454099;Laan van Maarschalkerweerd 2;3585lj;utrecht;utrecht;utrecht;9;0;9;3;0;1;5;0;0;0;hockey
19909;sportpark Humphrey Mijnals;1996;135220;452706;rooseveltlaan 1116;3526bt;utrecht;utrecht;utrecht;2;0;2;2;0;0;0;0;0;0;voetbal
19910;sportpark de berenkuil;1972;138380;456820;ariënslaan 2;3573pt;utrecht;utrecht;utrecht;2;0;2;2;0;0;0;0;0;0;voetbal
19947;Tennispark Lunetten;1980;137260;452879;Olympus 1;3524wb;utrecht;utrecht;utrecht;10;0;10;0;0;0;0;0;0;0;tennis
19948;T.C. Rijnsweerd;1960;139471;454957;Weg naar Rhijnauwen 5D;3584ad;utrecht;utrecht;utrecht;4;0;4;2;0;0;0;0;0;0;tennis
20188;Zuilense T.C.;;132933;459458;Burgemeester Norbruislaan 680;3555ez;utrecht;utrecht;utrecht;5;0;5;0;0;0;0;0;0;0;tennis
20439;Personal Fitness Utrecht;;136866;457082;Van Humboldtstraat 108;3514GS;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;0;0;0;fitness
20440;Basic-Fit Utrecht Europaplein;;135939;453298;Europaplein 705;3526WP;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;0;0;0;fitness
20441;Fit For Free 82 B.V.;;134983;454163;Beneluxlaan 21;3527HS;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;0;0;0;fitness
20442;Anytime Fitness Oog in Al;;134347;455390;Händelstraat 57;3533GH;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;0;0;0;fitness
20443;Basic-Fit Utrecht Franciscusdreef;;134903;459771;Franciscusdreef 80;3565AD;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;0;0;0;fitness
20913;MTBroute Nieuwegein;;132553;449855;Nedereindseweg 501;3546PM;utrecht;utrecht;utrecht;1;0;1;0;0;0;0;0;0;0;mountainbike
21068;Gymzaal Rijnvliet;2019;132811;454366;lotusvliet 44;3545dh;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;0;0;1;zaalsport
21069;Kentalis College Utrecht;1968;135228;459131;Boadreef 2;3563ep;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;0;0;1;zaalsport
21167;Boulderhal Energiehaven;;133327;456906;Elektronweg 10A;3542AC;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;0;0;0;boulderen
21227;Sportpark Rijnvliet;2012;132789;454263;Sportpark Rijnvliet 5;3545ea;utrecht;utrecht;utrecht;2;0;2;0;2;0;0;0;0;0;rugby
21228;Sphaerinda;1904;139202;454946;Weg naar Rhijnauwen 1;3584ad;utrecht;utrecht;utrecht;2;0;2;2;0;0;0;0;0;0;tennis
21251;Boulderhal Zuidhaven;;135609;452960;Vrieslantlaan 2;3526AA;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;0;0;0;boulderen
21298;Sportpark Overvecht-Noord II;;134009;460071;Manitobadreef 4;3565CH;utrecht;utrecht;utrecht;4;0;4;1;3;0;0;0;0;0;voetbal
21331;The Wall;;132543;457412;Hertogswetering 173;3543AS;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;0;0;0;trampolinespringen
21374;Herculeshal;;138616;457713;Voorveldselaan 2;3573PV;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;1;0;0;zaalsport
21433;Skatepark Utrecht;;135900;454169;Koningin Wilhelminalaan 4;3527LD;utrecht;utrecht;utrecht;1;1;0;0;0;0;0;0;0;0;skaten
21444;Peakz Padel Utrecht;;134418;459377;Mississippidreef 161;3565CE;utrecht;utrecht;utrecht;8;8;0;0;0;0;0;0;0;0;padel
21697;Dansschool My Motion;;136254;452982;jutfaseweg 224;3522hs;utrecht;utrecht;utrecht;1;0;1;0;0;0;0;0;0;0;dansen
21770;De Wilg;;142892,19;470783,87;mecklenburglaan 3- 5;3581nv;utrecht;utrecht;utrecht;1;0;1;0;0;0;0;0;0;0;dansen
21770;De Wilg;;142892,19;470783,87;mecklenburglaan 3- 5;3581nv;utrecht;utrecht;utrecht;1;0;1;0;0;0;0;0;0;0;darten
21808;FDC-Center ;;134886;453794;amerikalaan 201;3526vd;utrecht;utrecht;utrecht;1;0;1;0;0;0;0;0;0;0;dansen
